,instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt
16928,16929,2012-12-13,4,1,12,3,0,4,1,2,0.26,0.2424,0.56,0.2836,0,2,2
5624,5625,2011-08-27,3,0,8,6,0,6,0,2,0.7,0.6667,0.84,0.2985,3,15,18
9028,9029,2012-01-17,1,1,1,1,0,2,1,2,0.28,0.2576,0.65,0.3582,0,2,2
3471,3472,2011-05-29,2,0,5,13,0,0,0,1,0.72,0.6818,0.7,0.2836,237,181,418
12889,12890,2012-06-26,3,1,6,6,0,2,1,1,0.52,0.5,0.52,0.2985,12,176,188
14472,14473,2012-08-31,3,1,8,5,0,5,1,1,0.64,0.5758,0.89,0.1642,2,27,29
8266,8267,2011-12-16,4,0,12,2,0,5,1,1,0.48,0.4697,0.77,0.1045,0,23,23
2171,2172,2011-04-05,2,0,4,8,0,2,1,3,0.38,0.3939,0.87,0.5821,9,148,157
16749,16750,2012-12-05,4,1,12,16,0,3,1,1,0.46,0.4545,0.33,0.2836,23,354,377
13870,13871,2012-08-06,3,1,8,3,0,1,1,3,0.72,0.697,0.79,0.0896,0,5,5
1733,1734,2011-03-17,1,0,3,21,0,4,1,1,0.42,0.4242,0.62,0.2239,19,119,138
8590,8591,2011-12-29,1,0,12,17,0,4,1,1,0.3,0.303,0.61,0.1642,14,226,240
2010,2011,2011-03-29,2,0,3,15,0,2,1,1,0.38,0.3939,0.25,0.2239,22,65,87
13358,13359,2012-07-15,3,1,7,19,0,0,0,1,0.72,0.7121,0.84,0.2239,109,203,312
14063,14064,2012-08-14,3,1,8,4,0,2,1,2,0.68,0.6364,0.83,0.194,0,5,5
659,660,2011-01-30,1,0,1,19,0,0,0,1,0.26,0.2576,0.65,0.194,9,46,55
1283,1284,2011-02-26,1,0,2,15,0,6,0,2,0.36,0.3333,0.4,0.2836,40,125,165
12485,12486,2012-06-09,2,1,6,10,0,6,0,1,0.7,0.6515,0.51,0.1045,168,298,466
15807,15808,2012-10-25,4,1,10,20,0,4,1,2,0.52,0.5,0.88,0.1343,28,319,347
12448,12449,2012-06-07,2,1,6,21,0,4,1,1,0.62,0.6212,0.41,0.3284,30,283,313
10028,10029,2012-02-27,1,1,2,21,0,1,1,1,0.46,0.4545,0.36,0.2836,14,181,195
17050,17051,2012-12-18,4,1,12,5,0,2,1,1,0.38,0.3939,0.87,0.0896,0,36,36
1019,1020,2011-02-15,1,0,2,4,0,2,1,1,0.22,0.1818,0.37,0.5224,0,1,1
15727,15728,2012-10-22,4,1,10,12,0,1,1,1,0.58,0.5455,0.35,0.0,52,231,283
9518,9519,2012-02-06,1,1,2,13,0,1,1,1,0.38,0.3939,0.4,0.2239,17,124,141
11002,11003,2012-04-08,2,1,4,14,0,0,0,1,0.6,0.5909,0.18,0.4478,254,249,503
8667,8668,2012-01-01,1,1,1,22,0,0,0,1,0.46,0.4545,0.55,0.4179,13,53,66
2810,2811,2011-05-02,2,0,5,0,0,1,1,1,0.46,0.4545,0.72,0.1343,68,109,177
16011,16012,2012-11-04,4,1,11,20,0,0,0,1,0.32,0.2879,0.53,0.3582,7,134,141
1651,1652,2011-03-14,1,0,3,9,0,1,1,1,0.32,0.303,0.53,0.3284,13,127,140
830,831,2011-02-07,1,0,2,1,0,1,1,1,0.22,0.2727,0.75,0.0,1,4,5
1169,1170,2011-02-21,1,0,2,12,1,1,0,2,0.32,0.3182,0.66,0.194,26,67,93
10720,10721,2012-03-27,2,1,3,19,0,2,1,1,0.42,0.4242,0.17,0.0,40,377,417
9398,9399,2012-02-01,1,1,2,12,0,3,1,1,0.44,0.4394,0.54,0.1045,26,153,179
6256,6257,2011-09-23,4,0,9,6,0,5,1,2,0.62,0.5455,0.94,0.0896,5,99,104
14904,14905,2012-09-18,3,1,9,5,0,2,1,2,0.64,0.5758,0.89,0.3284,3,45,48
5469,5470,2011-08-20,3,0,8,19,0,6,0,1,0.74,0.6818,0.62,0.194,109,182,291
13027,13028,2012-07-02,3,1,7,0,0,1,1,2,0.76,0.7121,0.58,0.2239,12,31,43
16204,16205,2012-11-12,4,1,11,22,1,1,0,1,0.52,0.5,0.77,0.2537,12,100,112
10258,10259,2012-03-08,1,1,3,12,0,4,1,2,0.56,0.5303,0.6,0.4478,27,224,251
867,868,2011-02-08,1,0,2,14,0,2,1,1,0.22,0.197,0.37,0.4179,3,61,64
11166,11167,2012-04-15,2,1,4,11,0,0,0,1,0.62,0.6212,0.46,0.2985,227,301,528
16904,16905,2012-12-12,4,1,12,3,0,3,1,1,0.26,0.2727,0.6,0.1343,3,7,10
5093,5094,2011-08-05,3,0,8,3,0,5,1,1,0.64,0.5909,0.78,0.0896,0,6,6
5433,5434,2011-08-19,3,0,8,7,0,5,1,2,0.66,0.6061,0.83,0.0896,12,251,263
541,542,2011-01-24,1,0,1,17,0,1,1,1,0.14,0.1212,0.5,0.2537,6,178,184
13387,13388,2012-07-17,3,1,7,0,0,2,1,1,0.72,0.7121,0.84,0.1045,10,43,53
9324,9325,2012-01-29,1,1,1,10,0,0,0,1,0.24,0.2424,0.35,0.1343,38,153,191
17277,17278,2012-12-27,1,1,12,18,0,4,1,2,0.24,0.2273,0.6,0.2537,9,188,197
12693,12694,2012-06-18,2,1,6,2,0,1,1,1,0.54,0.5152,0.77,0.2239,3,6,9
6354,6355,2011-09-27,4,0,9,8,0,2,1,2,0.64,0.5758,0.89,0.1045,27,400,427
16834,16835,2012-12-09,4,1,12,5,0,0,0,2,0.4,0.4091,0.87,0.1045,0,8,8
3390,3391,2011-05-26,2,0,5,4,0,4,1,1,0.6,0.5455,0.88,0.0,0,2,2
15684,15685,2012-10-20,4,1,10,17,0,6,0,1,0.54,0.5152,0.37,0.2239,347,384,731
11154,11155,2012-04-14,2,1,4,23,0,6,0,2,0.54,0.5152,0.56,0.194,45,151,196
12347,12348,2012-06-03,2,1,6,16,0,0,0,1,0.7,0.6364,0.34,0.2985,226,436,662
11451,11452,2012-04-27,2,1,4,8,0,5,1,1,0.4,0.4091,0.5,0.0,17,575,592
15309,15310,2012-10-05,4,1,10,2,0,5,1,1,0.54,0.5152,0.73,0.0896,1,10,11
14226,14227,2012-08-20,3,1,8,23,0,1,1,2,0.6,0.5606,0.83,0.0,10,92,102
14895,14896,2012-09-17,3,1,9,20,0,1,1,2,0.62,0.5909,0.73,0.1343,32,308,340
17323,17324,2012-12-29,1,1,12,16,0,6,0,1,0.3,0.2424,0.75,0.1045,22,125,147
10775,10776,2012-03-30,2,1,3,2,0,5,1,1,0.36,0.3333,0.53,0.2985,1,6,7
11005,11006,2012-04-08,2,1,4,17,0,0,0,1,0.62,0.6061,0.22,0.2985,185,226,411
3959,3960,2011-06-18,2,0,6,21,0,6,0,2,0.72,0.6818,0.66,0.1045,58,125,183
11139,11140,2012-04-14,2,1,4,8,0,6,0,1,0.36,0.3485,0.71,0.1343,24,136,160
6643,6644,2011-10-09,4,0,10,9,0,0,0,1,0.5,0.4848,0.77,0.0,66,119,185
13366,13367,2012-07-16,3,1,7,3,0,1,1,1,0.68,0.6364,0.79,0.0896,2,4,6
6841,6842,2011-10-17,4,0,10,15,0,1,1,1,0.56,0.5303,0.6,0.2537,66,142,208
15355,15356,2012-10-07,4,1,10,0,0,0,0,1,0.44,0.4394,0.62,0.1642,28,99,127
3586,3587,2011-06-03,2,0,6,8,0,5,1,2,0.56,0.5303,0.43,0.3284,31,471,502
12813,12814,2012-06-23,3,1,6,2,0,6,0,2,0.64,0.5758,0.83,0.194,18,75,93
15379,15380,2012-10-08,4,1,10,0,1,1,0,1,0.38,0.3939,0.76,0.2836,7,44,51
2563,2564,2011-04-21,2,0,4,17,0,4,1,1,0.5,0.4848,0.29,0.1642,79,402,481
10822,10823,2012-04-01,2,1,4,1,0,0,0,2,0.36,0.3485,0.76,0.1642,13,49,62
16443,16444,2012-11-22,4,1,11,21,1,4,0,1,0.34,0.3485,0.61,0.0896,7,39,46
14761,14762,2012-09-12,3,1,9,6,0,3,1,1,0.5,0.4848,0.72,0.0896,6,199,205
5036,5037,2011-08-02,3,0,8,18,0,2,1,2,0.86,0.7576,0.34,0.194,65,491,556
1080,1081,2011-02-17,1,0,2,18,0,4,1,2,0.54,0.5152,0.42,0.2836,11,211,222
12475,12476,2012-06-09,2,1,6,0,0,6,0,1,0.64,0.6212,0.53,0.1045,54,152,206
5891,5892,2011-09-07,3,0,9,23,0,3,1,3,0.62,0.5455,0.94,0.194,3,21,24
10277,10278,2012-03-09,1,1,3,7,0,5,1,2,0.38,0.3939,0.4,0.2985,6,262,268
14537,14538,2012-09-02,3,1,9,22,0,0,0,3,0.68,0.6364,0.83,0.1343,66,100,166
10644,10645,2012-03-24,2,1,3,15,0,6,0,3,0.5,0.4848,0.94,0.4179,118,172,290
4966,4967,2011-07-30,3,0,7,20,0,6,0,1,0.82,0.7424,0.43,0.1343,74,132,206
2023,2024,2011-03-30,2,0,3,4,0,3,1,2,0.32,0.3485,0.57,0.0,1,0,1
13109,13110,2012-07-05,3,1,7,10,0,4,1,1,0.86,0.7879,0.44,0.3582,69,117,186
16726,16727,2012-12-04,4,1,12,17,0,2,1,1,0.52,0.5,0.59,0.2239,43,700,743
7909,7910,2011-12-01,4,0,12,5,0,4,1,1,0.26,0.2424,0.56,0.2537,1,23,24
16190,16191,2012-11-12,4,1,11,8,1,1,0,1,0.42,0.4242,0.82,0.1642,50,490,540
7321,7322,2011-11-06,4,0,11,16,0,0,0,1,0.46,0.4545,0.55,0.2239,84,263,347
226,227,2011-01-10,1,0,1,17,0,1,1,1,0.2,0.2273,0.4,0.1045,4,174,178
1013,1014,2011-02-14,1,0,2,21,0,1,1,1,0.36,0.3182,0.5,0.5224,8,35,43
1929,1930,2011-03-26,2,0,3,4,0,6,0,1,0.22,0.2121,0.44,0.2239,2,4,6
15543,15544,2012-10-14,4,1,10,20,0,0,0,1,0.54,0.5152,0.73,0.2239,48,198,246
5251,5252,2011-08-11,3,0,8,17,0,4,1,1,0.8,0.697,0.29,0.2537,96,486,582
9596,9597,2012-02-09,1,1,2,19,0,4,1,1,0.32,0.3333,0.33,0.1045,8,287,295
2179,2180,2011-04-05,2,0,4,16,0,2,1,1,0.38,0.3939,0.46,0.4179,17,113,130
697,698,2011-02-01,1,0,2,10,0,2,1,2,0.16,0.2273,0.93,0.0,0,47,47
1124,1125,2011-02-19,1,0,2,14,0,6,0,1,0.46,0.4545,0.15,0.6567,102,94,196
7378,7379,2011-11-09,4,0,11,1,0,3,1,1,0.34,0.3636,0.87,0.0,0,10,10
12087,12088,2012-05-23,2,1,5,20,0,3,1,2,0.62,0.5758,0.83,0.0896,28,267,295
15194,15195,2012-09-30,4,1,9,7,0,0,0,1,0.44,0.4394,0.77,0.0,14,43,57
5110,5111,2011-08-05,3,0,8,20,0,5,1,1,0.72,0.6667,0.58,0.2239,70,221,291
7902,7903,2011-11-30,4,0,11,22,0,3,1,1,0.3,0.2727,0.56,0.2985,5,82,87
1778,1779,2011-03-19,1,0,3,19,0,6,0,1,0.44,0.4394,0.33,0.2836,38,116,154
14768,14769,2012-09-12,3,1,9,13,0,3,1,1,0.7,0.6364,0.34,0.1343,85,238,323
2634,2635,2011-04-24,2,0,4,16,0,0,0,1,0.74,0.6667,0.48,0.3881,162,197,359
7544,7545,2011-11-15,4,0,11,23,0,2,1,2,0.46,0.4545,0.94,0.1045,14,66,80
7604,7605,2011-11-18,4,0,11,11,0,5,1,1,0.3,0.303,0.36,0.1343,18,122,140
3489,3490,2011-05-30,2,0,5,7,1,1,0,2,0.64,0.5606,0.94,0.0,12,19,31
13944,13945,2012-08-09,3,1,8,5,0,4,1,2,0.66,0.5909,0.94,0.0,4,37,41
1037,1038,2011-02-15,1,0,2,22,0,2,1,1,0.24,0.2879,0.44,0.0,0,41,41
14285,14286,2012-08-23,3,1,8,10,0,4,1,1,0.74,0.6818,0.58,0.0896,76,157,233
10448,10449,2012-03-16,1,1,3,11,0,5,1,2,0.44,0.4394,0.77,0.0,40,167,207
15141,15142,2012-09-28,4,1,9,2,0,5,1,3,0.6,0.5455,0.88,0.2985,1,9,10
17330,17331,2012-12-29,1,1,12,23,0,6,0,2,0.26,0.2424,0.6,0.0,0,32,32
8505,8506,2011-12-26,1,0,12,2,1,1,0,1,0.34,0.3182,0.46,0.2239,2,5,7
2649,2650,2011-04-25,2,0,4,7,0,1,1,2,0.52,0.5,1.0,0.0896,13,183,196
10473,10474,2012-03-17,1,1,3,12,0,6,0,1,0.56,0.5303,0.68,0.1642,286,365,651
2979,2980,2011-05-09,2,0,5,1,0,1,1,1,0.44,0.4394,0.88,0.0,25,8,33
2547,2548,2011-04-21,2,0,4,1,0,4,1,1,0.52,0.5,0.45,0.2239,6,20,26
13704,13705,2012-07-30,3,1,7,5,0,1,1,1,0.66,0.6061,0.83,0.1045,4,43,47
5132,5133,2011-08-06,3,0,8,18,0,6,0,2,0.72,0.697,0.79,0.4478,81,130,211
2159,2160,2011-04-04,2,0,4,20,0,1,1,2,0.7,0.6364,0.24,0.5522,40,133,173
11329,11330,2012-04-22,2,1,4,6,0,0,0,2,0.44,0.4394,0.72,0.3284,6,6,12
9114,9115,2012-01-20,1,1,1,16,0,5,1,2,0.2,0.2121,0.37,0.1642,11,163,174
14042,14043,2012-08-13,3,1,8,7,0,1,1,1,0.66,0.6212,0.65,0.1343,11,425,436
14566,14567,2012-09-04,3,1,9,3,0,2,1,2,0.66,0.5909,0.89,0.0896,1,9,10
6445,6446,2011-10-01,4,0,10,3,0,6,0,1,0.46,0.4545,0.59,0.4179,8,17,25
3967,3968,2011-06-19,2,0,6,5,0,0,0,2,0.66,0.6061,0.78,0.0,7,12,19
1428,1429,2011-03-04,1,0,3,19,0,5,1,1,0.32,0.303,0.61,0.2537,5,102,107
15589,15590,2012-10-16,4,1,10,18,0,2,1,1,0.5,0.4848,0.42,0.1642,71,767,838
2520,2521,2011-04-19,2,0,4,22,0,2,1,1,0.48,0.4697,0.77,0.0896,3,109,112
14817,14818,2012-09-14,3,1,9,14,0,5,1,2,0.72,0.6515,0.45,0.1642,113,258,371
8033,8034,2011-12-06,4,0,12,9,0,2,1,2,0.46,0.4545,0.94,0.2239,4,200,204
15755,15756,2012-10-23,4,1,10,16,0,2,1,1,0.68,0.6364,0.44,0.0896,108,433,541
15891,15892,2012-10-30,4,1,10,20,0,2,1,2,0.3,0.2879,0.81,0.194,5,76,81
16015,16016,2012-11-05,4,1,11,0,0,1,1,2,0.3,0.2879,0.56,0.194,3,20,23
13794,13795,2012-08-02,3,1,8,23,0,4,1,1,0.72,0.6818,0.7,0.2537,25,152,177
6019,6020,2011-09-13,3,0,9,9,0,2,1,1,0.64,0.6061,0.69,0.0896,35,179,214
448,449,2011-01-20,1,0,1,17,0,4,1,2,0.3,0.3182,0.49,0.1045,8,207,215
15733,15734,2012-10-22,4,1,10,18,0,1,1,1,0.54,0.5152,0.64,0.1045,60,726,786
9476,9477,2012-02-04,1,1,2,18,0,6,0,3,0.28,0.2727,0.75,0.1642,6,58,64
5995,5996,2011-09-12,3,0,9,9,0,1,1,1,0.64,0.6061,0.69,0.0,21,155,176
14877,14878,2012-09-17,3,1,9,2,0,1,1,1,0.52,0.5,0.72,0.0,5,8,13
3727,3728,2011-06-09,2,0,6,5,0,4,1,2,0.7,0.6667,0.84,0.0,1,19,20
7353,7354,2011-11-08,4,0,11,0,0,2,1,1,0.34,0.3485,0.87,0.0896,0,18,18
8553,8554,2011-12-28,1,0,12,3,0,3,1,1,0.32,0.303,0.61,0.2537,0,4,4
6279,6280,2011-09-24,4,0,9,5,0,6,0,2,0.56,0.5303,0.94,0.1045,2,3,5
13422,13423,2012-07-18,3,1,7,11,0,3,1,1,0.9,0.8485,0.42,0.0,47,136,183
16470,16471,2012-11-24,4,1,11,0,0,6,0,1,0.4,0.4091,0.37,0.4179,9,33,42
7295,7296,2011-11-05,4,0,11,14,0,6,0,1,0.42,0.4242,0.35,0.1343,159,227,386
9496,9497,2012-02-05,1,1,2,14,0,0,0,1,0.3,0.303,0.61,0.1642,40,203,243
6251,6252,2011-09-23,4,0,9,1,0,5,1,2,0.6,0.5,1.0,0.0,2,29,31
5926,5927,2011-09-09,3,0,9,11,0,5,1,2,0.62,0.5455,0.94,0.0,6,66,72
13341,13342,2012-07-15,3,1,7,2,0,0,0,2,0.68,0.6364,0.89,0.1642,29,86,115
2460,2461,2011-04-17,2,0,4,10,0,0,0,1,0.42,0.4242,0.44,0.4478,91,120,211
22,23,2011-01-01,1,0,1,22,0,6,0,2,0.4,0.4091,0.94,0.2239,11,17,28
2066,2067,2011-03-31,2,0,3,23,0,4,1,3,0.26,0.2576,1.0,0.1642,4,23,27
1653,1654,2011-03-14,1,0,3,11,0,1,1,1,0.36,0.3333,0.4,0.2537,26,45,71
8894,8895,2012-01-11,1,1,1,11,0,3,1,2,0.26,0.2879,0.87,0.0896,9,90,99
8706,8707,2012-01-03,1,1,1,14,0,2,1,1,0.16,0.1212,0.43,0.5224,7,72,79
10935,10936,2012-04-05,2,1,4,19,0,4,1,1,0.48,0.4697,0.31,0.2537,64,423,487
1376,1377,2011-03-02,1,0,3,15,0,3,1,1,0.54,0.5152,0.19,0.4179,19,91,110
1724,1725,2011-03-17,1,0,3,12,0,4,1,1,0.5,0.4848,0.45,0.2239,24,81,105
10660,10661,2012-03-25,2,1,3,7,0,0,0,2,0.4,0.4091,0.94,0.3284,14,25,39
3754,3755,2011-06-10,2,0,6,8,0,5,1,1,0.74,0.6818,0.58,0.1343,29,423,452
10517,10518,2012-03-19,1,1,3,8,0,1,1,1,0.46,0.4545,0.88,0.1045,16,563,579
8652,8653,2012-01-01,1,1,1,7,0,0,0,1,0.26,0.2576,0.93,0.1642,1,6,7
13355,13356,2012-07-15,3,1,7,16,0,0,0,1,0.86,0.7879,0.41,0.2239,152,343,495
4183,4184,2011-06-28,3,0,6,5,0,2,1,1,0.66,0.6061,0.78,0.0,1,20,21
16549,16550,2012-11-27,4,1,11,7,0,2,1,3,0.3,0.303,0.81,0.1343,4,289,293
4082,4083,2011-06-24,3,0,6,0,0,5,1,1,0.68,0.6364,0.79,0.194,10,53,63
9678,9679,2012-02-13,1,1,2,5,0,1,1,1,0.1,0.1212,0.58,0.1343,0,17,17
11870,11871,2012-05-14,2,1,5,19,0,1,1,3,0.58,0.5455,0.88,0.1343,10,294,304
8474,8475,2011-12-24,1,0,12,18,0,6,0,1,0.3,0.3182,0.42,0.0896,2,33,35
6579,6580,2011-10-06,4,0,10,17,0,4,1,1,0.56,0.5303,0.52,0.1343,63,505,568
4558,4559,2011-07-13,3,0,7,20,0,3,1,1,0.7,0.6667,0.84,0.1642,61,281,342
12500,12501,2012-06-10,2,1,6,1,0,0,0,1,0.64,0.6061,0.73,0.1343,32,84,116
13057,13058,2012-07-03,3,1,7,6,0,2,1,1,0.7,0.6515,0.65,0.1343,5,149,154
3537,3538,2011-06-01,2,0,6,7,0,3,1,2,0.7,0.6667,0.79,0.1642,19,265,284
16434,16435,2012-11-22,4,1,11,12,1,4,0,1,0.44,0.4394,0.35,0.0,117,145,262
7003,7004,2011-10-24,4,0,10,10,0,1,1,2,0.46,0.4545,0.82,0.2537,47,82,129
10773,10774,2012-03-30,2,1,3,0,0,5,1,1,0.4,0.4091,0.47,0.2985,10,49,59
9560,9561,2012-02-08,1,1,2,7,0,3,1,2,0.24,0.2576,0.7,0.1045,5,276,281
16942,16943,2012-12-13,4,1,12,17,0,4,1,1,0.32,0.3333,0.42,0.1045,43,507,550
15243,15244,2012-10-02,4,1,10,8,0,2,1,3,0.6,0.5455,0.88,0.0,6,128,134
8789,8790,2012-01-07,1,1,1,1,0,6,0,1,0.38,0.3939,0.46,0.1642,6,56,62
12543,12544,2012-06-11,2,1,6,20,0,1,1,2,0.74,0.6667,0.48,0.2239,61,333,394
14538,14539,2012-09-02,3,1,9,23,0,0,0,3,0.66,0.5909,0.89,0.0896,53,70,123
9951,9952,2012-02-24,1,1,2,16,0,5,1,3,0.4,0.4091,0.87,0.194,12,166,178
14571,14572,2012-09-04,3,1,9,8,0,2,1,1,0.7,0.6667,0.84,0.1642,15,617,632
12950,12951,2012-06-28,3,1,6,19,0,4,1,1,0.84,0.7273,0.3,0.2985,79,492,571
646,647,2011-01-30,1,0,1,5,0,0,0,1,0.14,0.2121,0.86,0.0,0,3,3
6381,6382,2011-09-28,4,0,9,11,0,3,1,2,0.66,0.6061,0.83,0.1045,24,127,151
7527,7528,2011-11-15,4,0,11,6,0,2,1,2,0.56,0.5303,0.64,0.0896,4,104,108
17128,17129,2012-12-21,1,1,12,11,0,5,1,2,0.32,0.2879,0.42,0.4179,12,150,162
14215,14216,2012-08-20,3,1,8,12,0,1,1,2,0.66,0.6212,0.61,0.1045,66,216,282
14932,14933,2012-09-19,3,1,9,9,0,3,1,1,0.54,0.5152,0.6,0.2537,26,336,362
7165,7166,2011-10-31,4,0,10,4,0,1,1,1,0.24,0.2879,0.87,0.0,1,5,6
11660,11661,2012-05-06,2,1,5,1,0,0,0,2,0.54,0.5152,0.83,0.2239,37,84,121
14779,14780,2012-09-13,3,1,9,0,0,4,1,1,0.56,0.5303,0.73,0.0896,11,46,57
7697,7698,2011-11-22,4,0,11,8,0,2,1,3,0.38,0.3939,0.94,0.2239,5,185,190
11182,11183,2012-04-16,2,1,4,3,1,1,0,1,0.58,0.5455,0.68,0.194,3,5,8
1256,1257,2011-02-25,1,0,2,12,0,5,1,3,0.54,0.5152,0.6,0.4627,20,95,115
4875,4876,2011-07-27,3,0,7,1,0,3,1,1,0.78,0.7121,0.49,0.194,1,9,10
10736,10737,2012-03-28,2,1,3,11,0,3,1,1,0.5,0.4848,0.42,0.3881,54,168,222
16052,16053,2012-11-06,4,1,11,13,0,2,1,1,0.34,0.3333,0.46,0.1343,46,232,278
5341,5342,2011-08-15,3,0,8,11,0,1,1,2,0.72,0.6818,0.62,0.2537,41,112,153
15821,15822,2012-10-26,4,1,10,10,0,5,1,2,0.54,0.5152,0.88,0.1045,41,156,197
14457,14458,2012-08-30,3,1,8,14,0,4,1,1,0.76,0.6818,0.48,0.1343,74,199,273
12258,12259,2012-05-30,2,1,5,23,0,3,1,1,0.66,0.6212,0.65,0.1045,39,121,160
12180,12181,2012-05-27,2,1,5,17,0,0,0,1,0.78,0.7121,0.49,0.2985,275,247,522
7031,7032,2011-10-25,4,0,10,14,0,2,1,1,0.56,0.5303,0.4,0.2537,66,134,200
2160,2161,2011-04-04,2,0,4,21,0,1,1,2,0.7,0.6364,0.3,0.4478,19,76,95
685,686,2011-01-31,1,0,1,21,0,1,1,3,0.16,0.197,0.59,0.0896,3,53,56
14766,14767,2012-09-12,3,1,9,11,0,3,1,1,0.66,0.6212,0.5,0.194,51,181,232
11435,11436,2012-04-26,2,1,4,16,0,4,1,2,0.52,0.5,0.83,0.2239,37,281,318
15682,15683,2012-10-20,4,1,10,15,0,6,0,1,0.56,0.5303,0.43,0.0,308,403,711
14291,14292,2012-08-23,3,1,8,16,0,4,1,1,0.76,0.6818,0.48,0.1642,121,344,465
2461,2462,2011-04-17,2,0,4,11,0,0,0,1,0.46,0.4545,0.41,0.4179,119,185,304
12275,12276,2012-05-31,2,1,5,16,0,4,1,1,0.76,0.6667,0.33,0.2836,103,384,487
11029,11030,2012-04-09,2,1,4,17,0,1,1,1,0.54,0.5152,0.32,0.4179,67,565,632
11889,11890,2012-05-15,2,1,5,14,0,2,1,2,0.64,0.6061,0.73,0.194,39,145,184
7128,7129,2011-10-29,4,0,10,15,0,6,0,3,0.22,0.2121,0.93,0.2537,3,38,41
6267,6268,2011-09-23,4,0,9,17,0,5,1,2,0.6,0.5,1.0,0.0,13,86,99
4941,4942,2011-07-29,3,0,7,19,0,5,1,1,0.9,0.8485,0.42,0.2239,22,219,241
5946,5947,2011-09-10,3,0,9,7,0,6,0,1,0.6,0.5455,0.88,0.1343,9,43,52
4583,4584,2011-07-14,3,0,7,21,0,4,1,1,0.66,0.6212,0.5,0.1343,58,203,261
5784,5785,2011-09-03,3,0,9,11,0,6,0,3,0.66,0.6212,0.69,0.2836,66,128,194
12232,12233,2012-05-29,2,1,5,21,0,2,1,3,0.6,0.5455,0.88,0.4478,3,68,71
10422,10423,2012-03-15,1,1,3,9,0,4,1,1,0.48,0.4697,0.77,0.0896,30,285,315
7569,7570,2011-11-17,4,0,11,0,0,4,1,2,0.42,0.4242,0.88,0.2537,2,22,24
15796,15797,2012-10-25,4,1,10,9,0,4,1,2,0.52,0.5,0.83,0.194,23,320,343
10512,10513,2012-03-19,1,1,3,3,0,1,1,1,0.46,0.4545,0.88,0.0896,0,2,2
13070,13071,2012-07-03,3,1,7,19,0,2,1,2,0.84,0.7424,0.36,0.1343,66,431,497
521,522,2011-01-23,1,0,1,20,0,0,0,1,0.1,0.1061,0.36,0.2537,4,31,35
8714,8715,2012-01-03,1,1,1,22,0,2,1,1,0.1,0.1061,0.46,0.2537,0,33,33
13537,13538,2012-07-23,3,1,7,6,0,1,1,2,0.68,0.6364,0.89,0.0896,9,148,157
16320,16321,2012-11-17,4,1,11,18,0,6,0,1,0.36,0.3636,0.5,0.1045,34,237,271
16463,16464,2012-11-23,4,1,11,17,0,5,1,2,0.48,0.4697,0.39,0.0896,117,183,300
3983,3984,2011-06-19,2,0,6,21,0,0,0,1,0.68,0.6364,0.79,0.1343,57,110,167
14686,14687,2012-09-09,3,1,9,3,0,0,0,1,0.54,0.5152,0.73,0.2239,14,32,46
6303,6304,2011-09-25,4,0,9,5,0,0,0,1,0.6,0.5455,0.88,0.0896,1,2,3
16045,16046,2012-11-06,4,1,11,6,0,2,1,1,0.22,0.2273,0.69,0.1343,6,143,149
780,781,2011-02-04,1,0,2,23,0,5,1,2,0.24,0.2424,0.7,0.1343,1,30,31
10613,10614,2012-03-23,2,1,3,8,0,5,1,2,0.5,0.4848,0.94,0.1343,47,615,662
15227,15228,2012-10-01,4,1,10,16,0,1,1,2,0.62,0.6212,0.46,0.2537,51,408,459
5607,5608,2011-08-26,3,0,8,13,0,5,1,2,0.78,0.7424,0.59,0.1045,72,165,237
5978,5979,2011-09-11,3,0,9,15,0,0,0,1,0.74,0.6667,0.51,0.2985,134,270,404
8843,8844,2012-01-09,1,1,1,7,0,1,1,2,0.22,0.2424,0.6,0.1045,1,239,240
3747,3748,2011-06-10,2,0,6,1,0,5,1,3,0.7,0.6515,0.65,0.2239,5,18,23
2196,2197,2011-04-06,2,0,4,9,0,3,1,1,0.36,0.3333,0.46,0.2537,8,157,165
14089,14090,2012-08-15,3,1,8,6,0,3,1,1,0.64,0.5909,0.78,0.1045,12,160,172
8561,8562,2011-12-28,1,0,12,12,0,3,1,1,0.34,0.2879,0.46,0.5522,32,108,140
17281,17282,2012-12-27,1,1,12,22,0,4,1,2,0.24,0.2121,0.6,0.2836,11,33,44
4285,4286,2011-07-02,3,0,7,11,0,6,0,1,0.8,0.7121,0.36,0.0896,144,213,357
12406,12407,2012-06-06,2,1,6,3,0,3,1,1,0.46,0.4545,0.82,0.0,0,8,8
8569,8570,2011-12-28,1,0,12,20,0,3,1,1,0.24,0.2273,0.41,0.2239,9,70,79
15519,15520,2012-10-13,4,1,10,20,0,6,0,1,0.4,0.4091,0.54,0.0896,57,198,255
10408,10409,2012-03-14,1,1,3,19,0,3,1,1,0.64,0.6212,0.33,0.1642,70,402,472
9832,9833,2012-02-19,1,1,2,15,0,0,0,2,0.3,0.2879,0.49,0.194,85,168,253
9805,9806,2012-02-18,1,1,2,12,0,6,0,1,0.36,0.3485,0.43,0.194,128,241,369
6979,6980,2011-10-23,4,0,10,10,0,0,0,1,0.42,0.4242,0.71,0.0896,104,185,289
